Id,Year,Post,SDG_0,SDG_1,SDG_2,SDG_3,SDG_4,SDG_5,SDG_6,SDG_7,SDG_8,SDG_9,SDG_10,SDG_11,SDG_12,SDG_13,SDG_14,SDG_15,SDG_16
NIC_67_2012,2012,Minister for Foreign Affairs,0.0007012761197984219,0.0006270622834563255,0.0004810522368643433,0.0002593187091406435,0.000459508562926203,0.0008445149869658053,0.0002530831843614578,0.00031058918102644384,0.0002897934755310416,0.0003630383580457419,0.0006905019981786609,0.0005096850218251348,0.000606034358497709,0.0002566813491284847,0.0003785028529819101,0.0005439385422505438,0.9924254417419434
SVK_67_2012,2012,President,0.0007115087937563658,0.0006029588403180242,0.0004960127989761531,0.0002828579454217106,0.0005888857413083315,0.0009483015746809542,0.00030071617220528424,0.00036946378531865776,0.0002797817869577557,0.0004471320426091552,0.0006371294148266315,0.0006458479329012334,0.0006797955720685422,0.0003026250342372805,0.00047983007971197367,0.0006858856067992747,0.9915414452552795
PNG_67_2012,2012,Minister for Foreign Affairs,0.003444037400186062,0.004601286258548498,0.002315954538062215,0.003358028130605817,0.014692953787744045,0.006276369094848633,0.0024366280995309353,0.0027190924156457186,0.00216122530400753,0.003623785451054573,0.004015110433101654,0.0036686034873127937,0.003024426754564047,0.0015142387710511684,0.002843481721356511,0.0020427268464118242,0.9372620582580566
FJI_67_2012,2012,Minister for Foreign Affairs,0.0013002080377191305,0.00444416981190443,0.006077759899199009,0.0018932174425572157,0.0016242521815001965,0.0016281643183901906,0.00482990313321352,0.005020542535930872,0.004747337661683559,0.0015885008033365011,0.002470872364938259,0.004346763715147972,0.0031181625090539455,0.9503237009048462,0.0019757195841521025,0.003400319954380393,0.0012103782501071692
TZA_67_2012,2012,Minister for Foreign Affairs,0.0015331640606746078,0.0035961817484349012,0.0035700832959264517,0.0015966034261509776,0.0064631435088813305,0.008711067959666252,0.0017595674144104123,0.0024825604632496834,0.001345666591078043,0.0018158713355660439,0.0036106337793171406,0.002066137734800577,0.0027707102708518505,0.0016203820705413818,0.002400679048150778,0.0029343594796955585,0.9517231583595276
UGA_67_2012,2012,Vice-President,0.0006485825288109481,0.0006043208995833993,0.00047113621258176863,0.0003140040789730847,0.0006358252721838653,0.0009503191104158759,0.0003110593243036419,0.0003371872298885137,0.00029055148479528725,0.00040887805516831577,0.0006451021181419492,0.0005762677174061537,0.0006019686115905643,0.0002540623536333442,0.0004459441115614027,0.0006412121583707631,0.991863489151001
CPV_67_2012,2012,President,0.0008527170866727829,0.0010236260714009404,0.000736880989279598,0.0004375151765998453,0.0012515232665464282,0.0016959145432338119,0.0004754908150061965,0.0005725805531255901,0.00044005122617818415,0.0006485802587121725,0.0010981045197695494,0.0008542660507373512,0.0010801947209984064,0.00042787176789715886,0.0006896746926940978,0.0008087827591225505,0.9869063496589661
NZL_67_2012,2012,Minister for Foreign Affairs,0.0019262096611782908,0.003322092117741704,0.0021693429443985224,0.0014361246721819043,0.0027816968504339457,0.003911684732884169,0.0014407311100512743,0.0013121835654601455,0.0011220388114452362,0.0015990082174539566,0.002150739310309291,0.0017998949624598026,0.0017858922947198153,0.001167613547295332,0.0019181875977665186,0.0015221856301650405,0.9686343669891357
EGY_67_2012,2012,President,0.0007618110394105315,0.0008410573936998844,0.0005828212597407401,0.0004051863506902009,0.0010230110492557287,0.001491573522798717,0.0004287126939743757,0.0004894838784821332,0.00035194054362364113,0.0005607779021374881,0.0008670344832353294,0.0007661994313821197,0.0008470449829474092,0.0003357785171829164,0.0005783311789855361,0.0007265942404046655,0.9889426231384277
SLE_67_2012,2012,Minister for Foreign Affairs,0.0008985003805719316,0.001145510352216661,0.000922674429602921,0.00047561817336827517,0.0012790027540177107,0.0019912272691726685,0.00051919772522524,0.0006508339429274201,0.0004746220074594021,0.0006847654585726559,0.001192521653138101,0.0008841103408485651,0.0010792709654197097,0.0005210933741182089,0.0007635115762241185,0.000956419506110251,0.985561192035675
