Series Name,Series Code,country_name,country_abb,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
GDP per capita (current US$),NY.GDP.PCAP.CD,Mexico,MEX,10589.95187,8495.65308,9823.164075,10766.60994,10842.73309,11317.49106,11490.02169,10098.17318,9152.737224,9693.330091,10130.3207,10434.56762,8895.615216,10363.19272,11476.67881,13926.11362
GDP per capita (current US$),NY.GDP.PCAP.CD,"Micronesia, Fed. Sts.",FSM,2420.749006,2598.403604,2760.01134,2885.441249,3023.585446,2920.700863,2928.448782,2891.322103,2956.561292,3250.92819,3533.791885,3537.471157,3318.288049,3447.33097,3766.511335,3992.223842
GDP per capita (current US$),NY.GDP.PCAP.CD,Moldova,MDA,2110.553054,1898.439757,2436.799351,2941.362241,3044.808432,3321.043978,3289.957586,2749.551371,2847.087948,3453.267277,4156.44982,4405.334182,4375.778893,5274.605822,5715.280221,6650.647957
GDP per capita (current US$),NY.GDP.PCAP.CD,Monaco,MCO,204097.114,168957.1079,161780.7454,179369.2682,165497.0978,185055.5176,195772.7243,170338.6804,174412.4945,173611.6879,193968.0901,199382.8386,182537.3874,235132.7842,240862.1824,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mongolia,MNG,2134.949832,1718.914022,2660.288175,3793.743655,4402.304523,4422.300876,4211.939436,3919.351213,3690.756778,3708.248221,4165.022821,4394.94715,4041.174146,4566.14013,5045.504726,5764.802813
GDP per capita (current US$),NY.GDP.PCAP.CD,Montenegro,MNE,7367.751909,6727.107767,6688.402596,7328.789431,6586.399703,7188.863616,7387.872969,6517.192675,7033.439624,7803.358245,8850.374925,8909.653876,7677.371321,9465.96153,10093.4387,12016.90742
GDP per capita (current US$),NY.GDP.PCAP.CD,Morocco,MAR,3180.170654,3118.141602,3067.851807,3302.453125,3164.004639,3377.643555,3430.534424,3139.228271,3132.952148,3288.502686,3492.672607,3498.582764,3258.269043,3767.524902,3441.991455,3672.112305
GDP per capita (current US$),NY.GDP.PCAP.CD,Mozambique,MOZ,591.4398376,546.6007325,494.584022,615.2786598,681.4921286,681.0651142,690.4432181,603.8385138,435.760991,464.2947213,510.3800064,512.2157569,456.5819184,504.0377587,558.2985925,608.4427076
GDP per capita (current US$),NY.GDP.PCAP.CD,Myanmar,MMR,653.8660002,752.9440359,1003.033455,1204.496472,1193.547649,1189.964765,1283.106492,1157.783961,1219.801439,1263.246055,1288.506778,1415.248986,1478.872786,1233.22777,1149.018961,1187.567064
GDP per capita (current US$),NY.GDP.PCAP.CD,Namibia,NAM,4222.326189,4322.629266,5445.420063,5873.059381,6017.178365,5463.031366,5544.104068,4965.672765,4614.892075,5453.570623,5687.381043,5126.176143,4252.04172,4901.875889,4895.680661,4742.783827
GDP per capita (current US$),NY.GDP.PCAP.CD,Nauru,NRU,3671.020671,4317.037579,4644.355494,6328.102672,9675.959685,8825.978581,9063.00223,7587.25441,8528.630151,9361.037397,10985.8744,10316.52782,10124.70062,14018.88584,12142.76993,12060.07811
GDP per capita (current US$),NY.GDP.PCAP.CD,Nepal,NPL,466.6933791,475.6359761,589.1654349,791.2255821,794.0925641,809.3844533,827.7447084,882.3076616,880.2248936,1027.965477,1161.534352,1185.682318,1139.189895,1229.394204,1348.15719,1324.031984
GDP per capita (current US$),NY.GDP.PCAP.CD,Netherlands,NLD,57879.94376,52722.21306,50999.74512,54230.3129,50070.1416,52198.89756,52900.53742,45193.40322,46039.10593,48675.22234,53044.53244,52476.27325,52162.57012,58727.87055,57025.01246,62536.73203
GDP per capita (current US$),NY.GDP.PCAP.CD,New Caledonia,NCL,37353.73743,35391.08803,37494.8952,40697.65286,37294.02285,38503.25406,39675.56648,32428.57223,32286.9105,33876.32909,36495.19594,34934.57943,34877.63563,37247.49312,35745.84892,..
GDP per capita (current US$),NY.GDP.PCAP.CD,New Zealand,NZL,31252.96256,28209.36233,33676.77412,38388.52809,39974.29973,42977.38804,44578.22539,38639.35019,40070.89566,42913.18696,43228.69765,42747.20993,41785.69229,49624.18167,48216.50958,48527.82892
GDP per capita (current US$),NY.GDP.PCAP.CD,Nicaragua,NIC,1493.904544,1438.086823,1495.72919,1644.799354,1746.418584,1794.779965,1913.521348,2025.324776,2079.453735,2127.28572,1981.85912,1905.640917,1877.108555,2064.664619,2252.310206,2530.291072
GDP per capita (current US$),NY.GDP.PCAP.CD,Niger,NER,472.1784274,458.4218902,471.612688,507.6024953,525.0472849,548.1578488,560.7544752,481.1113011,497.0361208,514.543398,568.5996597,549.8161278,564.8416623,590.6294948,588.8990483,618.287229
GDP per capita (current US$),NY.GDP.PCAP.CD,Nigeria,NGA,2227.790349,1883.887783,2280.111289,2504.879101,2728.022788,2976.756832,3200.952799,2679.554223,2144.780344,1941.879479,2125.834491,2334.023642,2074.613748,2065.77441,2162.633732,1621.123515
GDP per capita (current US$),NY.GDP.PCAP.CD,Northern Mariana Islands,MNP,15641.65778,13933.67919,14772.49616,13880.4265,14247.7893,14806.00679,16044.43073,17665.10075,24054.91561,30751.64107,25862.75445,23687.27185,17302.92214,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Norway,NOR,97503.54078,80347.57007,88163.20859,101221.8135,102175.9193,103553.8401,97666.69518,74809.9658,70867.361,76131.8384,82792.84271,76430.58895,68340.0181,93072.89251,108798.4512,87961.78061
GDP per capita (current US$),NY.GDP.PCAP.CD,Oman,OMN,22974.27735,17937.97957,22552.19901,24166.09631,24722.63882,23563.9406,23121.20638,18777.43306,17082.2062,17802.57512,19887.57431,19132.15227,16707.62301,19509.46646,25056.79486,23295.32996
GDP per capita (current US$),NY.GDP.PCAP.CD,Pakistan,PAK,1087.514777,985.3493008,1011.59718,1161.044321,1236.892763,1259.668368,1303.18537,1421.835278,1468.822082,1567.640612,1620.742591,1437.165833,1322.314785,1506.108293,1589.26398,1407.021351
GDP per capita (current US$),NY.GDP.PCAP.CD,Palau,PLW,10531.21888,10092.31838,10149.63704,10903.17525,12022.86806,12595.6286,13808.22749,16141.16966,17142.12925,16389.85054,16130.82066,15730.55955,14532.55832,12752.8953,13421.97229,14565.33025
GDP per capita (current US$),NY.GDP.PCAP.CD,Panama,PAN,7197.110786,7618.438459,8124.558307,9403.439908,10767.29318,11932.28622,12837.24796,13669.55944,14382.23238,15185.97248,16156.07429,16472.83175,13293.3332,15491.2898,17357.62863,18661.76733
GDP per capita (current US$),NY.GDP.PCAP.CD,Papua New Guinea,PNG,1635.039566,1578.968628,1879.240559,2303.826611,2653.09279,2578.498647,2742.25005,2502.073445,2332.675888,2495.140773,2584.327802,2593.775554,2446.084687,2624.60411,3115.922923,2994.453327
GDP per capita (current US$),NY.GDP.PCAP.CD,Paraguay,PRY,4360.429109,3920.186071,4725.726341,5776.281848,5617.104918,6410.814703,6629.416993,5861.401895,5759.042198,6136.058301,6242.961454,5807.838794,5353.348065,5959.441794,6187.06603,6260.455191
GDP per capita (current US$),NY.GDP.PCAP.CD,Peru,PER,4184.885982,4164.970483,5047.204643,5826.832307,6475.720443,6697.187747,6614.83082,6180.119268,6163.860425,6676.308793,6912.103988,6956.495749,6047.475464,6713.662054,7239.111311,7789.870975
GDP per capita (current US$),NY.GDP.PCAP.CD,Philippines,PHL,1990.356129,1893.281641,2201.776828,2431.199961,2671.777522,2847.567943,2935.928598,2974.296917,3038.152037,3077.434419,3194.672701,3413.849044,3224.422811,3460.539382,3499.10728,3725.551205
GDP per capita (current US$),NY.GDP.PCAP.CD,Poland,POL,13995.78116,11525.90074,12504.25019,13776.38836,13010.75559,13558.34113,14181.94868,12560.05142,12378.81281,13815.50116,15504.50751,15700.01358,15816.81905,18050.27789,18732.49773,22112.86157
GDP per capita (current US$),NY.GDP.PCAP.CD,Portugal,PRT,24949.04136,23151.21541,22520.64231,23217.2955,20563.7136,21653.19598,22103.70097,19250.10654,19991.97249,21490.42986,23562.55452,23330.81729,22242.40642,24661.16649,24515.26575,27275.11155
GDP per capita (current US$),NY.GDP.PCAP.CD,Puerto Rico,PRI,24898.33459,25768.72589,26435.74879,27278.88305,27944.73389,28513.16574,28981.45733,29763.4883,30627.1634,31108.75275,31615.06679,32916.8668,31427.42911,32619.25042,35268.0791,36779.05949
GDP per capita (current US$),NY.GDP.PCAP.CD,Qatar,QAT,79811.59774,60733.9817,73021.30975,92992.99713,98041.36224,97630.82552,93126.14946,66984.9102,58467.23557,59407.69805,66264.08117,62827.39696,52315.66008,66858.74172,87480.41971,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Romania,ROU,10435.21798,8548.04859,8397.809173,9560.159425,8930.729912,9497.206476,10031.34215,8976.954489,9404.381259,10727.97086,12494.42358,12957.99911,13047.45666,14946.62497,15692.30717,18419.41871
GDP per capita (current US$),NY.GDP.PCAP.CD,Russian Federation,RUS,11635.28418,8562.824219,10674.99023,14305.33203,15401.85156,15941.44824,14055.47266,9277.713867,8663.158203,10658.91309,11211.8877,11447.70117,10108.32715,12521.52246,15445.24219,13817.0459
GDP per capita (current US$),NY.GDP.PCAP.CD,Rwanda,RWA,529.529272,564.9766324,594.1156734,650.9366759,706.1371305,704.4155555,724.7219737,733.8133793,728.8027579,756.5476411,769.0753443,806.332472,773.9318006,822.2680412,966.5712933,1000.218923
GDP per capita (current US$),NY.GDP.PCAP.CD,Samoa,WSM,3344.054559,3250.953097,3494.395225,3789.626995,3902.311992,3989.89859,3948.728022,4048.467113,4105.810905,4261.640343,4189.052191,4308.300729,4042.722752,3857.689742,3745.560367,4139.029587
GDP per capita (current US$),NY.GDP.PCAP.CD,San Marino,SMR,77962.14399,66200.67297,59516.3234,55815.28526,48433.5703,50435.36733,50133.60652,42281.81125,43398.42853,44885.51784,48464.52465,47287.39839,45321.48922,54982.45171,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sao Tome and Principe,STP,1080.556568,1126.538585,1043.281427,1217.212064,1207.700702,1378.230193,1484.170105,1292.733055,1428.257908,1547.82271,1815.605495,1924.40815,2155.265868,2350.452701,2386.696176,2601.790547
GDP per capita (current US$),NY.GDP.PCAP.CD,Saudi Arabia,SAU,18944.85959,15064.63014,17958.94448,22441.57411,24069.19948,23945.51199,23862.79869,20442.36256,19930.41114,20910.48213,24175.58164,23405.70874,20398.06143,24315.61533,30447.88232,28894.96335
GDP per capita (current US$),NY.GDP.PCAP.CD,Senegal,SEN,1419.530903,1323.971226,1286.604966,1383.539116,1334.725915,1391.53219,1417.094987,1238.1264,1290.749971,1385.199214,1484.22707,1462.678353,1492.475903,1630.695072,1594.985153,1745.972068
GDP per capita (current US$),NY.GDP.PCAP.CD,Serbia,SRB,7101.040141,6169.114195,5735.422857,6809.159804,6015.945228,6755.073675,6600.056211,5588.979444,5765.203352,6292.546549,7252.403668,7417.206608,7733.803469,9232.957705,9537.684319,11360.95951
GDP per capita (current US$),NY.GDP.PCAP.CD,Seychelles,SYC,11265.43763,9747.091805,10934.79495,12110.09375,12337.15547,14821.29215,15188.19022,15333.10517,16566.9946,17480.36519,18440.23405,19141.51187,14041.47541,14982.91115,17167.19098,17879.23965
GDP per capita (current US$),NY.GDP.PCAP.CD,Sierra Leone,SLE,402.5534055,386.4338685,400.5407437,443.4518422,558.1797233,706.4526815,702.3385877,581.2934118,515.4478396,484.4561288,519.6499639,506.6069138,493.4322406,504.6212876,475.7957278,433.3741743
GDP per capita (current US$),NY.GDP.PCAP.CD,Singapore,SGP,40008.57205,38926.80544,47236.68308,53891.45703,55547.55531,56967.42579,57564.80231,55645.60686,56899.91818,61162.09739,66840.63734,66081.71992,61466.80368,79601.41296,88428.70242,84734.25592
GDP per capita (current US$),NY.GDP.PCAP.CD,Sint Maarten (Dutch part),SXM,..,..,..,27997.28983,28460.33262,27942.88054,36136.69917,36519.99266,36597.69201,35043.69087,32341.92343,35509.49473,30642.57994,33238.45587,37592.66081,39432.63812
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovak Republic,SVK,18753.58494,16597.20846,16908.84796,18509.74022,17498.3539,18276.00955,18719.98814,16390.88217,16563.4405,17585.197,19486.39368,19381.89055,19553.26096,21765.7225,21279.45892,24470.23854
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovenia,SVN,27595.59997,24792.12798,23532.48085,25128.01504,22641.80512,23503.28249,24247.17332,20890.16643,21678.35947,23514.02546,26123.74713,26042.44635,25558.42905,29331.0647,28439.3341,32163.51142
GDP per capita (current US$),NY.GDP.PCAP.CD,Solomon Islands,SLB,1504.527495,1526.159908,1661.997885,1921.356352,2087.517887,2208.085284,2235.733703,2134.805418,2196.283891,2283.579051,2450.482888,2398.77305,2222.462119,2151.293017,2162.66613,2203.179126
GDP per capita (current US$),NY.GDP.PCAP.CD,Somalia,SOM,516.7048899,251.3712917,223.4876069,237.8684513,324.8871765,454.0772642,491.1898041,507.4829155,517.0975815,555.1851236,537.1592902,589.4658919,556.578066,576.5236782,592.103122,643.7500288
GDP per capita (current US$),NY.GDP.PCAP.CD,South Africa,ZAF,6251.877427,6444.18684,8059.562798,8737.041269,8173.869138,7441.230854,6965.137897,6204.929901,5735.066787,6734.475153,7067.724165,6702.526617,5753.066494,7073.612754,6766.481254,6253.161613
GDP per capita (current US$),NY.GDP.PCAP.CD,South Sudan,SSD,1653.041537,1325.275077,1503.133889,1455.358407,1114.923723,1659.140787,1245.149311,1071.777765,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Spain,ESP,35510.72223,32169.50285,30532.48051,31677.90031,28322.94659,29077.18206,29513.65118,25754.36103,26537.15949,28185.32137,30379.72111,29581.51855,26984.29628,30488.82095,29674.54429,32676.98371
GDP per capita (current US$),NY.GDP.PCAP.CD,Sri Lanka,LKA,2007.026655,2053.766451,2836.974109,3248.04021,3351.892476,3643.832447,3885.623616,3990.353117,4107.829775,4388.201906,4360.584735,4082.694049,3846.174496,3999.338002,3342.720125,3827.964806
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Kitts and Nevis,KNA,16491.88509,16374.25689,16427.62101,17571.98446,17293.80605,18315.91468,19923.22733,20029.75983,21068.43807,22119.44706,22540.31842,23219.64193,18553.42392,18036.00853,20593.60912,22553.30565
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Lucia,LCA,8528.682085,8259.322338,8672.215668,9110.75181,9231.576254,9542.713574,10006.55125,10292.73353,10591.875,11280.59303,11585.69187,11714.89755,8356.678555,10213.11544,13030.92895,13980.09408
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Martin (French part),MAF,..,..,..,21344.5873,..,..,21920.02378,..,..,..,..,19691.61671,..,20320.71688,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Vincent and the Grenadines,VCT,6641.495878,6503.097772,6590.989579,6566.482713,6754.370184,7117.554763,7210.603113,7386.746638,7684.79284,7996.672074,8399.707731,8680.251102,8306.360493,8360.099739,9297.846929,10279.49394
GDP per capita (current US$),NY.GDP.PCAP.CD,Sudan,SDN,1585.582397,1223.903442,1356.894653,1391.425659,1070.339722,1195.420288,1338.173096,1355.126099,1082.616577,1014.842468,769.8691406,748.0109253,608.3325195,749.7067871,1102.245361,2272.485596
GDP per capita (current US$),NY.GDP.PCAP.CD,Suriname,SUR,6616.815126,7176.857658,7999.507394,8009.252302,8922.956186,9124.541093,9199.177893,8907.837258,5705.399487,6112.883014,6730.836961,6690.044786,4796.533314,5026.879493,5858.824661,6069.028901
GDP per capita (current US$),NY.GDP.PCAP.CD,Eswatini,SWZ,3022.456177,3270.137761,4035.534481,4360.959967,4396.57912,4111.128382,3928.522755,3583.31129,3339.990401,3824.046783,4021.445556,3843.380046,3372.904611,4068.57379,3986.887239,3797.301209
GDP per capita (current US$),NY.GDP.PCAP.CD,Sweden,SWE,56152.55234,46946.96027,52869.04429,60755.75955,58037.82132,61126.9432,60020.36046,51545.48361,51965.15715,53791.50873,54589.06039,51939.42974,52837.90398,61417.68088,56299.50573,56305.2502
GDP per capita (current US$),NY.GDP.PCAP.CD,Switzerland,CHE,74175.19279,71568.31239,76531.37294,90476.75897,85836.20768,87304.33058,88724.99094,83806.4476,82153.07454,82254.37693,85217.36915,84121.93103,85897.78433,93446.43445,93259.90572,99994.93802
GDP per capita (current US$),NY.GDP.PCAP.CD,Syrian Arab Republic,SYR,2447.507162,2479.094234,2748.322694,2971.282434,1910.604526,993.7398831,1071.234204,857.4178848,664.2948472,862.3253276,1111.946829,1123.632353,537.0483709,421.1173452,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tajikistan,TJK,704.6501788,666.7213442,740.2761349,837.8815558,959.360285,1038.320789,1094.43005,970.3625472,801.39384,844.3652169,850.6669272,889.0233407,852.3302021,916.6919671,1076.434691,1188.993038
GDP per capita (current US$),NY.GDP.PCAP.CD,Tanzania,TZA,671.2444458,688.7103882,730.7823486,768.9334106,854.5404663,954.6588135,1013.428772,929.7998047,942.8890381,975.9046631,1011.600159,1050.931763,1104.164429,1146.031982,1193.359619,1211.058594
GDP per capita (current US$),NY.GDP.PCAP.CD,Thailand,THA,4327.79747,4154.187447,4996.372098,5396.643586,5748.632721,6041.133948,5822.377783,5708.794091,5854.463908,6436.78966,7124.55881,7628.576033,7001.850287,7070.512507,6913.050805,7171.808093
GDP per capita (current US$),NY.GDP.PCAP.CD,Timor-Leste,TLS,621.7414647,682.2247874,810.2164842,936.7089677,1020.110295,1201.602507,1221.72396,1322.929094,1349.546777,1285.523976,1241.164485,1583.078603,1663.559629,2741.95082,2389.295875,1648.64729
GDP per capita (current US$),NY.GDP.PCAP.CD,Togo,TGO,735.8558302,737.9541133,722.2298014,803.4828432,781.5547749,847.3879715,877.1929606,770.1438074,792.4409914,813.3947872,873.565403,848.310125,876.5429724,964.99811,923.2403712,1012.973873
GDP per capita (current US$),NY.GDP.PCAP.CD,Tonga,TON,3221.080519,2915.493904,3416.110699,3852.144462,4378.571528,4208.187891,4125.425454,4117.931047,3978.437686,4367.256603,4649.613301,4878.978686,4605.970841,4425.971492,4681.679407,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Trinidad and Tobago,TTO,20011.14827,13682.76361,15711.55871,17910.31915,19110.0539,19927.4039,20473.40403,18508.7705,16139.10526,16258.74893,16328.12689,15642.40672,13705.90023,16056.30204,19629.46534,18332.96402
GDP per capita (current US$),NY.GDP.PCAP.CD,Tunisia,TUN,4200.172644,4029.461206,4241.01191,4361.949122,4233.916254,4308.338305,4398.638695,3960.924849,3796.1096,3569.718839,3577.175342,3477.836181,3493.897738,3817.377174,3607.910238,3895.386639
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkiye,TUR,10843.50369,9012.999458,10622.70204,11300.78522,11713.28498,12578.18786,12165.22014,11049.99511,10970.04589,10695.5502,9568.83619,9215.440875,8638.739133,9743.213131,10674.50417,12985.75315
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkmenistan,TKM,3778.668539,3901.670283,4286.880505,5453.155005,6441.886618,7049.797505,7685.509859,6208.296655,6163.253406,6354.53283,6721.34954,7344.880204,7330.366288,7885.299896,8792.548504,9190.671543
GDP per capita (current US$),NY.GDP.PCAP.CD,Turks and Caicos Islands,TCA,31459.54343,24602.91102,23103.94268,23649.71443,22666.40691,22451.56873,24040.87466,25783.2941,26995.03216,25824.25618,27207.29396,27327.88328,17496.01747,23180.88517,26886.51474,30438.41759
GDP per capita (current US$),NY.GDP.PCAP.CD,Tuvalu,TUV,3103.040777,2697.634893,3043.16668,3663.267055,3624.984289,3536.901505,3556.379728,3384.383201,3836.073003,4181.436586,4419.259998,4940.050983,4674.911403,5372.760239,5221.53307,5465.102807
GDP per capita (current US$),NY.GDP.PCAP.CD,Uganda,UGA,473.3028334,799.9296321,824.7376711,837.0958842,796.7111394,819.7578673,897.5097286,864.1800593,753.6844055,766.177604,793.1280822,823.0247329,846.7672026,883.8920262,964.3541465,1014.213978
GDP per capita (current US$),NY.GDP.PCAP.CD,Ukraine,UKR,4066.531738,2639.378174,3078.414795,3704.842285,4004.789795,4187.739746,3104.653809,2124.662598,2187.727539,2638.325439,3096.5625,3661.457764,3751.737305,4827.845703,4575.975098,5181.362793
GDP per capita (current US$),NY.GDP.PCAP.CD,United Arab Emirates,ARE,45140.76908,31722.58876,35392.26097,42078.61381,44386.78608,45729.60768,46865.9646,41525.1389,41054.53957,43063.96748,46722.26872,45376.17084,37629.17417,44332.34005,53707.98008,52976.80838
GDP per capita (current US$),NY.GDP.PCAP.CD,United Kingdom,GBR,47396.12021,38744.13169,39598.95712,42109.64188,42497.3405,43426.29814,47439.61659,44964.39114,40985.23514,40572.12148,43203.81411,42662.53537,40217.00901,46869.75906,45564.15694,48866.60396
GDP per capita (current US$),NY.GDP.PCAP.CD,United States,USA,48570.05943,47194.95009,48650.66432,50065.97895,51784.41147,53409.75078,55304.31553,57040.20821,58206.61419,60322.26142,63201.04585,65548.07078,64317.39891,71055.87619,77246.67388,81695.18707
GDP per capita (current US$),NY.GDP.PCAP.CD,Uruguay,URY,9328.065708,9780.739618,12512.59413,14975.56282,16087.25208,18140.89221,18131.57885,16950.75317,16837.94038,18995.39702,19067.29156,18149.05629,15651.00338,17733.85516,20499.24222,22564.53246
GDP per capita (current US$),NY.GDP.PCAP.CD,Uzbekistan,UZB,1082.286025,1213.265328,1742.349256,2051.129515,2267.623275,2419.718744,2628.460054,2753.971058,2704.677189,1916.764625,1604.258641,1795.201768,1759.307471,1993.424478,2276.161233,2496.107758
GDP per capita (current US$),NY.GDP.PCAP.CD,Vanuatu,VUT,2525.083904,2472.463564,2732.551567,3064.751201,2906.342461,2877.444528,2861.203154,2643.886886,2757.203306,3032.19703,3076.835315,3076.589886,2917.756849,2978.012598,3128.540422,3367.094639
GDP per capita (current US$),NY.GDP.PCAP.CD,"Venezuela, RB",VEN,11310.77817,11641.79915,13692.91497,10877.11236,12937.9276,12433.98079,15975.72938,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Viet Nam,VNM,1158.101627,1225.845009,1684.011772,1953.55715,2190.23244,2367.499331,2558.778758,2595.234844,2760.717101,2992.071532,3267.225069,3491.09141,3586.347176,3759.948329,4179.01179,4346.768492
GDP per capita (current US$),NY.GDP.PCAP.CD,Virgin Islands (U.S.),VIR,39152.37507,38753.18254,39905.12842,38997.13732,37795.31926,34597.97669,33045.36438,34007.35294,35324.97489,35365.0693,36663.20876,38633.52989,39411.04525,41976.00831,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,West Bank and Gaza,PSE,2035.202341,2191.781787,2557.075624,2880.798437,3067.438727,3315.297539,3352.112595,3272.154324,3527.613824,3620.360487,3562.330943,3656.858271,3233.568638,3678.635657,3799.95527,3367.60699
GDP per capita (current US$),NY.GDP.PCAP.CD,"Yemen, Rep.",YEM,1153.536422,1045.805578,1249.063085,1284.617635,1349.99061,1497.747941,1557.601406,1488.416289,1069.817009,893.7165009,701.7148647,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Zambia,ZMB,1393.519491,1150.941746,1469.36145,1644.456831,1729.647471,1840.320553,1724.57622,1307.909649,1249.923143,1495.752138,1475.199883,1268.120941,958.2649005,1134.713454,1456.90157,1369.129365
GDP per capita (current US$),NY.GDP.PCAP.CD,Zimbabwe,ZWE,351.8391005,762.2979603,937.84034,1082.615773,1290.193957,1408.36781,1407.034291,1410.329173,1421.787791,1192.107012,2269.177012,1421.868596,1372.696674,1773.920411,1676.821489,1592.416574
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,
Last Updated: 11/13/2024,,,,,,,,,,,,,,,,,,,
