"id","Country","year","SDG Index Score","goal1","goal2","goal3","goal4","goal5","goal6","goal7","goal8","goal9","goal10","goal11","goal12","goal13","goal14","goal15","goal16","goal17","goal_mean_1_to_16"
"ALB","Albania",2018,74.1084061115355,97.3855,57.3942857142857,82.7133571428571,96.80275,53.45475,75.73,84.256,62.5514285714286,39.4361428571428,90.5255,87.939,80.3485714285714,89.857,45.0916,83.1502,66.2078181818182,66.999,74.5527439935065
"ALB","Albania",2019,74.475860478737,98.336,57.963,83.159,94.9385,54.745,75.8542,84.2145,63.1221428571429,39.9798571428571,90.1505,87.8493333333333,80.1002857142857,90.012,49.3148,82.9116,66.1569090909091,67.282,74.925476758658
"ALB","Albania",2020,74.8734252482811,98.22,58.4661428571429,82.7755714285714,93.91725,54.746,75.8088,86.5825,62.1738571428571,42.0275714285714,92.449,89.222,79.806,90.7515,49.6678,82.9116,65.5636363636364,67.759,75.3180768262987
"ALB","Albania",2021,74.8986948943213,98.3675,58.0791428571429,82.2703571428572,91.7,55.17625,75.503,88.524,63.1367142857143,44.304,92.449,89.1393333333333,79.4181428571429,89.6305,49.7238,82.9116,64.5592727272727,68.3852,75.3057883252164
"ALB","Albania",2022,74.8852476572447,98.5185,57.9004285714286,82.1022142857143,90.5895,58.1165,75.4516,87.84175,63.4954285714286,45.745,92.449,88.8916666666667,79.3142857142857,89.5655,49.7294,82.2742,62.6846363636364,68.3796,75.2918506358225
"ALB","Albania",2023,75.0285013623631,98.632,57.9004285714286,82.4892857142857,90.5895,58.132,75.3298,87.84175,63.9442857142857,48.4044285714286,92.449,88.8916666666667,79.1077142857143,89.5655,49.186,82.2742,62.3673636363636,68.3796,75.4440576975108
"ARE","United Arab Emirates",2015,64.1896189237233,99.4965,67.217875,83.4061538461538,86.014,51.44075,57.9236,67.4915,60.7317142857143,69.1267142857143,84.3325,68.6425,47.6107142857143,20.6,70.3635,44.814,74.0529,37.9586,65.829057606456
"ARE","United Arab Emirates",2016,64.6342153792286,99.5505,66.957375,84.1040769230769,85.6175,54.07025,57.931,67.59325,60.6012857142857,70.722,84.3325,69.9745,46.1828571428572,23.8583333333333,71.1773333333333,44.6265,73.5238,37.9586,66.3014413404304
"ARE","United Arab Emirates",2017,65.3438683904331,99.6215,67.584,85.7780769230769,86.0785,53.66675,57.9386,68.30925,58.8561428571429,73.9441428571429,84.3325,69.355,49.188,25.0603333333333,71.5796666666667,47.101,72.4571,39.9952,66.9281601648352
"ARE","United Arab Emirates",2018,66.832984911657,99.665,65.881375,85.9496923076923,86.0785,55.06725,57.9458,68.47875,59.1045714285714,78.3942857142857,100,68.33275,52.0852857142857,25.7103333333333,72.3145,47.39825,73.6046,40.1498,68.5006839686355
"ARE","United Arab Emirates",2019,68.6427775856497,99.6895,68.476625,87.3516153846154,97.83175,58.30975,57.9452,68.27975,58.924,81.897,100,69.78875,53.1344285714286,25.473,72.4835,52.17525,74.9075,40.2596,70.4167261847527
"ARE","United Arab Emirates",2020,71.3110817873303,99.635,68.997375,85.6076153846154,98.34025,74.36925,68.9262,68.30925,57.2762857142857,85.1714285714286,100,71.5545,57.3082857142857,34.6,72.4065,52.05025,74.378,43.3582,73.0581368990385
"ARE","United Arab Emirates",2021,70.428295173454,99.6435,68.6295,88.5213846153846,98.92875,71.18675,64.7272,68.25425,56.777,87.7102857142857,100,68.7975,54.5497142857143,27.8583333333333,72.4485,51.92525,74.1607,43.1624,72.1324136217949
"ARE","United Arab Emirates",2022,70.443935800474,99.665,68.60625,88.8461538461538,98.92875,71.5645,64.2574,68.894,56.8552857142857,88.472,100,66.381,56.7012857142857,27.8583333333333,72.4485,55.21775,71.1099,41.7408,72.2378817880037
"ARE","United Arab Emirates",2023,70.5168487718164,99.6795,68.60625,88.8283076923077,98.92875,72.354,64.1826,68.894,56.8754285714286,90.7521428571429,100,66.381,55.206,27.8583333333333,72.4811666666667,54.90525,70.3129,42.5408,72.2653518200549
"ARG","Argentina",2015,73.7820765406162,97.254,67.387875,82.2869285714286,94.5983333333333,75.21075,77.5026,72.09825,74.4828571428571,51.0682857142857,44.266,88.54275,80.0375714285714,88.7386666666667,67.2458333333333,60.2374,59.2034,74.1338,73.7600938244047
"ARG","Argentina",2016,73.3531366246499,97.158,67.794125,81.9948571428571,94.9806666666667,75.20175,77.6494,72.275,74.2348571428571,51.4902857142857,41.9835,88.5465,79.4057142857143,88.7716666666667,61.791,60.3282,60.6734,72.7244,73.3924326636905
"ARG","Argentina",2017,73.7760827731093,97.3265,68.72375,81.237,95.5276666666667,76.98975,76.5516,72.82125,73.1545714285714,52.4312857142857,46.47,88.86,78.981,88.733,60.6273333333333,60.3604,62.8945,72.5038,73.8556004464286
"ARG","Argentina",2018,73.7795257703081,96.7475,66.277,82.0820714285714,96.2663333333333,77.63975,77.6718,73.16175,72.9491428571429,53.7574285714286,45.126,88.8635,79.1384285714286,89.5436666666667,60.7606666666667,60.5966,63.7347,69.9356,74.0197711309524
"ARG","Argentina",2019,73.5550706582633,96.0345,67.909625,82.4232142857143,97.1683333333333,77.81225,77.8778,73.02625,72.7822857142857,53.1488571428571,37.06,88.5885,79.3482857142857,90.6716666666667,60.8393333333333,61.0256,64.3417,70.378,73.7536375744048
"ARG","Argentina",2020,73.4883307422969,95.78,66.601375,81.0928571428572,96.8636666666667,78.913,78.04,73.03725,71.7672857142857,53.2035714285714,39.4675,88.22025,79.527,91.61,60.9046666666667,61.0256,62.1366,71.111,73.6369139136905
"ARG","Argentina",2021,74.1251765406162,96.7105,66.123875,83.6313571428572,97.2493333333333,79.8185,77.9186,72.694,76.7261428571428,54.4048571428572,41.8275,88.87075,79.2652857142857,90.514,60.9935,61.0256,60.683,71.6712,74.2785500744047
"ARG","Argentina",2022,74.6767576330532,97.163,65.615375,83.8895714285714,97.2493333333333,81.0465,77.8252,72.36775,77.9962857142857,54.7575714285714,47.609,88.25125,79.3911428571429,90.434,61.0435,61.323,61.8166,71.7258,74.8611924851191
"ARG","Argentina",2023,74.4046406862745,96.882,65.615375,84.1088571428571,97.2493333333333,79.99125,77.8204,72.36775,78.0328571428571,54.1291428571429,47.609,88.25125,79.1271428571429,90.434,61.4753333333333,61.323,58.7364,71.7258,74.5720682291667
"ARM","Armenia",2015,71.959370014881,91.6995,59.035375,75.3675,78.66825,52.218,64.1368,74.971,65.0265,40.1501428571429,81.0985,87.2366666666667,89.7187142857143,92.117,NA,61.5406,77.2825714285714,61.0828,72.6844746825397
"ARM","Armenia",2016,72.1000726934524,91.22,60.120375,75.9976428571428,77.03225,52.09025,64.8008,76.16025,64.7785,42.137,81.551,88.6223333333333,89.2668571428571,91.2963333333333,NA,61.5406,76.0995714285714,60.8874,72.8475842063492
"ARM","Armenia",2017,72.0377005952381,91.4885,57.05325,76.4228571428572,78.70075,51.74575,65.3512,75.88275,69.9098333333333,43.4712857142857,76.8775,87.9683333333333,88.696,91.58,NA,61.4906,75.096,60.8686,72.7823073015873
"ARM","Armenia",2018,72.1891941964286,91.039,57.55825,77.394,78.15525,55.9425,66.0422,75.10225,69.3323333333333,47.4982857142857,73.469,87.9906666666667,88.4985714285714,90.695,NA,61.4406,74.567,60.3022,72.9816604761905
"ARM","Armenia",2019,73.3483373511905,90.9865,55.81025,78.7026428571429,77.177,59.81475,65.446,74.46975,69.995,48.604,88.979,87.419,88.6167142857143,89.6653333333333,NA,61.105,74.8708571428571,61.9116,74.1107865079365
"ARM","Armenia",2020,74.8702430803571,94.356,56.749375,78.003,80.22625,60.18375,65.6784,73.3615,70.0081666666667,49.7788571428571,100,88.3076666666667,88.4938571428572,91.5966666666667,NA,61.055,76.443,63.6824,75.6160992857143
"ARM","Armenia",2021,73.7872718005952,92.8775,54.468125,79.0464285714286,72.59225,59.67375,64.6364,73.315,72.807,51.3208571428571,95.78,86.828,88.202,90.7746666666667,NA,61.005,73.9955714285714,63.2738,74.4881699206349
"ARM","Armenia",2022,74.3202248511905,93.907,55.95425,79.3791428571429,69.9045,64.91725,64.336,74.09475,73.74,53.2477142857143,96.03,87.3726666666667,88.114,91.1446666666667,NA,61.4026,72.7738571428571,62.8052,75.0878931746032
"ARM","Armenia",2023,74.0932150623886,95.7115,55.95425,79.8725,69.9045,65.91775,64.0974,74.09475,73.8981666666667,54.001,96.03,87.3726666666667,88.0794285714286,91.1446666666667,NA,61.3026,73.7455714285714,62.8052,75.40845
"AUS","Australia",2015,75.1950977909345,99.5425,57.962125,95.6021428571429,93.9386666666667,77.26475,90.8128,71.28725,81.9365714285714,90.8761428571429,76.5315,93.42575,47.366,21.1803333333333,65.1681666666667,61.191,88.4443636363636,65.7866,75.783128902868
"AUS","Australia",2016,75.6100000827604,99.599,57.505125,95.5585714285714,95.497,77.63175,91.1216,71.34825,82.1148571428571,91.1651428571429,80.0175,93.42575,47.9031428571429,21.5043333333333,65.6548333333333,61.8354,87.8065454545455,65.6812,76.2305500879329
"AUS","Australia",2017,75.8036766106442,99.474,60.4385,95.6403571428571,93.163,78.884,89.8498,71.4585,83.332,91.0075714285714,80.0175,93.42575,47.3808571428572,21.7513333333333,66.6173333333333,61.9006,88.36,65.9614,76.4188188988095
"AUS","Australia",2018,75.5165086898396,99.3485,57.327375,95.5795714285714,93.32,79.08075,89.2212,71.2365,82.9917142857143,91.5122857142857,77.9225,93.42575,47.6574285714286,22.6026666666667,66.7133333333333,62.3042,87.8072727272727,65.7296,76.1281904829545
"AUS","Australia",2019,75.8879036605551,99.3495,56.658625,95.6907142857143,92.151,79.923,90.5518,71.511,82.7328571428571,91.8425714285714,77.9225,92.4965,49.1141428571429,25.7646666666667,67.5356666666667,63.0978,87.5748181818182,66.1772,76.4948226393398
"AUS","Australia",2020,76.1933220906544,99.3355,56.25975,95.4778571428571,91.2206666666667,79.9985,92.434,72.3065,80.9625714285714,92.001,79.1725,93.24,49.78,29.6183333333333,67.5893333333333,63.046,86.2873636363636,66.5566,76.7956172213203
"AUS","Australia",2021,76.2709669786096,99.3355,57.905625,95.5967142857143,92.8453333333333,80.7895,90.6976,72.548,82.6204285714286,92.044,79.1725,93.42575,48.0418571428571,28.249,67.6126666666667,62.846,85.1593636363636,67.7166,76.8056149147727
"AUS","Australia",2022,76.3884235485103,99.3455,58.326375,95.8524285714286,92.8973333333333,80.691,90.6956,72.442,82.9515714285714,92.0275714285714,79.1725,93.42575,48.1442857142857,28.1256666666667,67.664,64.7296,84.8998181818182,67.2122,76.9619375202922
"AUS","Australia",2023,76.884191539343,99.3495,58.326375,95.8358571428571,92.8973333333333,84.2445,90.7344,72.442,82.9075714285714,92.0275714285714,79.1725,93.42575,53.2862857142857,28.1256666666667,67.664,64.4796,84.8335454545454,67.2788,77.4845285105519
"AUT","Austria",2015,82.5299538128538,99.2815,74.059,93.4137692307692,97.4633333333333,77.78625,92.4874,85.59775,78.2317142857143,88.8171428571429,93.8995,95.8336666666667,42.2054285714286,69.5003333333333,NA,72.4974,91.1752727272727,68.2298,83.4832974003774
"AUT","Austria",2016,82.6407627435065,99.1575,76.007,93.617,95.3156666666667,78.11325,92.4154,85.70075,77.8854285714286,93.0201428571429,92.227,96.164,42.2387142857143,68.8713333333333,NA,72.3984,90.8868181818182,68.2338,83.6012269264069
"AUT","Austria",2017,82.9762259230353,99.522,73.91075,94.1908461538462,97.3246666666667,78.4225,92.2748,85.3995,78.0955714285714,94.5114285714286,95.0265,96.0816666666667,42.5691428571429,68.9373333333333,NA,72.3484,90.7129090909091,68.2916,83.955200984571
"AUT","Austria",2018,82.963361047286,99.3265,73.4535,93.9439230769231,96.6676666666667,80.47625,91.5646,85.46475,77.6038571428572,95.6427142857143,92.852,95.6683333333333,42.5231428571429,68.9126666666667,NA,72.8664,91.8532727272727,68.5942,83.9213051171051
"AUT","Austria",2019,83.4145556120962,99.4365,74.919,94.2427692307692,97.1926666666667,82.24825,91.9532,85.8105,77.9937142857143,96.0178571428571,94.6345,96.8663333333333,43.2517142857143,69.3626666666667,NA,70.2814,91.7558181818182,68.666,84.3977926529027
"AUT","Austria",2020,83.8475597386988,99.1615,74.888375,94.4370769230769,96.4206666666667,83.748,92.0282,86.9895,77.348,96.2517142857143,95.823,97.1553333333333,43.3205714285714,72.291,NA,70.1814,90.5758181818182,70.9408,84.7080103879454
"AUT","Austria",2021,83.5499727434024,99.175,75.100875,94.5945384615385,97.67,83.98775,91.1876,86.693,76.9692857142857,97.1944285714286,94.2605,96.949,42.3294285714286,69.6876666666667,NA,70.1528,89.3490909090909,71.4986,84.3533975929626
"AUT","Austria",2022,83.7149734598735,99.186,74.844,93.8372307692308,97.1446666666667,84.95775,91.1434,86.40475,78.2117142857143,97.3528571428571,94.2605,97.0316666666667,42.7301428571429,70.5543333333333,NA,70.6904,87.7843636363636,73.3058,84.4089183571984
"AUT","Austria",2023,82.5470244061086,99.187,74.844,93.1878461538462,97.1446666666667,84.8255,90.8966,86.40475,77.7994285714286,97.3528571428571,94.2605,97.0316666666667,42.8997142857143,70.5543333333333,NA,70.5904,87.164,73.0614,84.2762175213675
"AZE","Azerbaijan",2015,70.367390625,99.288,57.8874285714286,70.4048571428571,70.101,52.28625,64.631,68.205,69.3826666666667,37.4285714285714,97.5,81.3405,84.2331428571429,78.9693333333333,NA,65.1916,66.3265,62.7024,70.87839
"AZE","Azerbaijan",2016,70.720194047619,99.26,57.7474285714286,71.7955714285714,71.2005,52.91025,65.5174,68.3365,69.518,37.1294285714286,97.5,82.34875,84.2351428571429,79.5893333333333,NA,65.1916,66.302,62.9412,71.2387936507937
"AZE","Azerbaijan",2017,71.4502666666666,99.255,58.1457142857143,72.392,80.445,52.64175,65.0958,68.30725,69.4163333333333,37.3717142857143,97.5,81.56,83.8625714285714,79.9746666666667,NA,65.1916,68.0446666666667,64.0002,71.9469377777778
"AZE","Azerbaijan",2018,71.7992617559524,99.26,57.7024285714286,73.0644285714286,81.32775,52.69225,64.469,68.60825,69.4103333333333,38.1571428571429,97.5,81.9795,83.4885714285714,80.395,NA,65.6602,66.2763333333333,68.797,71.9994125396825
"AZE","Azerbaijan",2019,72.0188642857143,99.271,58.272,73.9677857142857,80.80775,52.66525,64.239,68.32875,69.3446666666667,38.9304285714286,97.5,82.46125,82.8457142857143,80.5383333333333,NA,65.9994,66.7475,70.383,72.1279219047619
"AZE","Azerbaijan",2020,72.3581116071429,99.2365,58.0561428571429,71.0833571428571,85.377,52.598,66.496,68.56175,67.875,40.9635714285714,97.5,82.27025,83.3847142857143,81.368,NA,65.9994,65.9355,71.0246,72.4470123809524
"AZE","Azerbaijan",2021,72.60335625,99.271,57.8337142857143,71.0703571428571,88.847,53.5335,66.1096,68.723,68.6623333333333,41.1212857142857,97.5,81.434,83.8931428571429,80.9653333333333,NA,65.9994,65.9788333333333,70.7112,72.7295
"AZE","Azerbaijan",2022,72.5571025297619,99.298,57.318,69.4602142857143,90.885,53.41625,66.13,68.99425,68.9181666666667,42.6194285714286,97.5,82.39425,83.7427142857143,81.0286666666667,NA,65.5142,64.0085,69.686,72.7485093650794
"AZE","Azerbaijan",2023,72.198911701044,99.3255,57.318,70.5200714285714,90.86225,53.363,66.1472,68.99425,68.8663333333333,42.5214285714286,97.5,82.39425,83.6291428571429,81.0286666666667,NA,65.5642,64.0085,69.686,72.8028528571429
"BDI","Burundi",2015,53.6595461309524,0,58.4101428571429,43.7255714285714,41.631,50.0945,54.4828,16.428,65.7318333333333,14.361,58.366,63.3126666666667,96.802,99.5346666666667,NA,82.3182,52.6818571428571,60.6725,53.1920158730159
"BDI","Burundi",2016,53.7845586309524,0,60.448,44.3935,42.72775,55.884,54.74,14.83475,65.8215,11.7694285714286,58.366,65.8083333333333,96.7975714285714,99.5813333333333,NA,82.3182,49.4885714285714,57.574,53.5319292063492
"BDI","Burundi",2017,54.1873211309524,0,58.9884285714286,44.8992857142857,44.0575,56.16275,54.9052,17.10575,65.8968333333333,12.404,58.366,68.713,96.7117142857143,99.5593333333333,NA,82.3182,48.2591428571429,58.65,53.8898092063492
"BDI","Burundi",2018,54.194805952381,0,59.9077142857143,46.3217857142857,41.201,56.2285,55.1446,14.71,65.9673333333333,12.674,58.366,71.126,96.7204285714286,99.5903333333333,NA,82.3182,47.469,59.372,53.8496596825397
"BDI","Burundi",2019,54.349028125,0,60.0688571428571,49.0373571428571,41.2435,56.2945,55.3174,17.03375,66.0433333333333,12.9242857142857,58.366,68.1653333333333,96.6277142857143,99.6163333333333,NA,81.3018,48.5522857142857,58.992,54.0394966666667
"BDI","Burundi",2020,54.4122433035714,0,58.8187142857143,47.7746428571429,42.38325,56.36025,55.3662,15.2585,66.0413333333333,13.3868571428571,61.4285,69.9933333333333,96.6972857142857,99.6213333333333,NA,81.3018,47.8261428571429,58.33775,54.1505428571429
"BDI","Burundi",2021,54.8148988095238,0,59.1194285714286,51.9186428571429,41.735,57.2825,55.3982,15.6765,65.9705,13.182,61.4285,70.4063333333333,96.6904285714286,99.5793333333333,NA,81.3018,50.1357142857143,57.2135,54.6549920634921
"BDI","Burundi",2022,55.4505209821429,0,59.7071428571429,51.9110714285714,48.40775,57.22325,55.434,15.76125,66.1228333333333,13.343,61.4285,70.654,96.686,99.5826666666667,NA,81.7258,50.9655714285714,58.2555,55.2635223809524
"BDI","Burundi",2023,56.0778081325864,0,59.7071428571429,51.9110714285714,48.40775,57.2595,55.4424,15.76125,66.1771666666667,13.2328571428571,61.4285,70.654,96.7064285714286,99.5826666666667,NA,81.7258,50.3538571428572,58.2555,55.2233593650794
"BEL","Belgium",2015,77.9080037663317,99.441,73.751625,93.1924615384616,95.7716666666667,83.98975,76.3416,71.6235,77.5822857142857,87.3565714285714,99.7185,96.54525,41.8117142857143,60.6996666666667,48.042,69.2376,88.7342727272727,60.5966,78.9899665017275
"BEL","Belgium",2016,77.9481889781787,99.3675,72.856125,93.7517692307692,95.9866666666667,83.9675,75.0824,72.93,77.6535714285714,88.5744285714286,99.859,96.66925,41.0505714285714,59.4896666666667,47.417,71.479,88.3213636363636,60.6634,79.0284882893149
"BEL","Belgium",2017,78.0694462287712,99.3215,73.077125,94.0094615384615,96.1896666666667,83.8365,74.8394,73.2595,77.6751428571429,90.654,100,96.76225,41.4321428571429,60.1733333333333,46.9174,71.479,86.7723636363637,60.7818,79.1499241180694
"BEL","Belgium",2018,78.4238280019,99.506,73.492375,94.0961538461538,95.4636666666667,84.553,74.6742,72.94775,77.9022857142857,91.6157142857143,100,96.63825,40.8715714285714,59.34,49.6724,71.543,88.3639090909091,62.5248,79.4175172520188
"BEL","Belgium",2019,79.1103073103367,99.451,73.3385,94.0052307692307,95.29,84.94925,74.591,73.87675,78.6757142857143,94.6282857142857,100,97.196,41.9258571428571,59.177,56.665,70.8102,87.9356363636364,62.3598,80.1572140172328
"BEL","Belgium",2020,79.9076798260563,99.4495,72.87975,93.8833076923077,95.8366666666667,86.62,76.0312,75.04325,78.7507142857143,96.0587142857143,100,97.5985,42.5158571428572,63.9393333333333,56.6874,70.7642,87.9793636363636,64.3928,80.8773598151848
"BEL","Belgium",2021,79.7206378538128,99.481,73.266875,94.4503076923077,95.5966666666667,87.38175,75.2726,75.306,78.3048571428571,96.9197142857143,100,97.103,41.575,59.629,56.6766,71.0008,88.6832727272727,64.6034,80.6654652196762
"BEL","Belgium",2022,79.9849868406104,99.4965,73.1585,94.4236923076923,95.5966666666667,87.612,75.248,75.29325,78.5168571428571,97.3421428571429,100,97.31975,42.2187142857143,60.5656666666667,56.6514,74.505,86.4496363636364,65.347,80.8998610181485
"BEL","Belgium",2023,80.0401611604082,99.503,73.1585,94.5793076923077,95.5966666666667,87.9315,75.047,75.29325,78.563,97.3421428571429,100,97.31975,42.6094285714286,60.5656666666667,56.6626,74.505,86.9477272727273,65.0582,80.9765337329337
"BEN","Benin",2015,48.4759492296919,20.8945,61.001875,37.2557857142857,43.45225,25.00675,48.607,9.14925,71.6791428571429,20.0106666666667,21.4085,39.6345,96.9066666666667,98.252,59.99,65.395,49.3505,56.09675,47.9996491815476
"BEN","Benin",2016,49.6594483193277,26.1735,61.57025,38.3372857142857,53.97675,23.8125,48.9048,10.776,71.6582857142857,21.414,21.4085,40.93175,96.8661666666667,98.2813333333333,59.99,65.395,49.2745,55.44,49.2981638392857
"BEN","Benin",2017,50.5677918067227,33.3405,60.640625,40.9178571428571,54.01825,23.20975,48.8238,10.08125,75.0884285714286,22.8798333333333,21.4085,40.84925,96.827,98.1896666666667,59.99,65.395,50.671,57.32175,50.1456694196429
"BEN","Benin",2018,53.974631372549,45.258,62.2675,43.308,51.02325,23.20175,49.3808,11.1995,75.201,25.004,61.383,42.48675,96.6973333333333,98.151,59.99,65.395,50.8366,56.78525,53.7989677083333
"BEN","Benin",2019,53.8891051820728,45.9005,61.75625,43.3106428571429,48.57625,23.857,49.5682,11.61575,74.8664285714286,25.5796666666667,61.383,42.838,96.8015,98.276,59.989,65.0828,50.7383,55.9755,53.7587055059524
"BEN","Benin",2020,53.8491343137255,46.396,62.19625,42.1947142857143,44.1965,24.32425,50.3848,11.862,75.6642857142857,26.8265,61.383,40.1385,97.176,98.3733333333333,59.989,65.0828,50.6566,58.59075,53.5527833333333
"BEN","Benin",2021,55.1020636554622,48.1225,62.255625,43.3444285714286,46.90225,24.842,50.4568,12.10825,77.0114285714286,29.7455,69.8835,40.149,97.1811666666667,98.1993333333333,59.989,65.0828,50.211,61.2505,54.7177863839286
"BEN","Benin",2022,55.7547533613445,50.0415,62.0145,43.4217142857143,52.67725,24.70175,50.573,12.10825,77.5741428571429,35.9406666666667,69.8835,39.6945,97.2041666666667,98.2126666666667,59.989,65.536,46.9687,61.2895,55.4088316964286
"BEN","Benin",2023,56.7743246498599,55.14,62.0145,43.7589285714286,52.67725,34.5845,50.5852,12.10825,77.6298571428571,36.1291666666667,69.8835,39.6945,97.2245,98.2126666666667,59.989,65.536,48.7062,61.2895,56.4921261904762
"BFA","Burkina Faso",2015,50.6320203869048,25.905,57.2065,41.9327142857143,12.3805,32.49,45.9122,12.96225,66.3107142857143,14.6885714285714,70.889,51.0355,96.0371428571429,99.1233333333333,NA,86.5106,48.6623,48.066,50.8030884126984
